gvkey,tic,datadate,fqtr,qtryr,rdq,atqr
187357,IZEA,20140930,3,2014,20141113,10.799
187357,IZEA,20141231,4,2014,20150319,10.103
187357,IZEA,20150331,1,2015,20150514,13.073
187357,IZEA,20150630,2,2015,20150812,12.493
187357,IZEA,20150930,3,2015,20151116,22.652
187357,IZEA,20151231,4,2015,20160330,21.539
187363,GRPN,20140331,1,2014,20140506,2280.606
187363,GRPN,20140630,2,2014,20140805,2137.439
187363,GRPN,20140930,3,2014,20141030,2072.165
187363,GRPN,20141231,4,2014,20150212,2227.597
187363,GRPN,20150331,1,2015,20150505,2154.651
187363,GRPN,20150630,2,2015,20150807,2020.826
187363,GRPN,20150930,3,2015,20151103,2030.641
187363,GRPN,20151231,4,2015,20160211,1796.264
187366,PSPW,20140331,4,2013,20140714,0.009
187366,PSPW,20140630,1,2014,20140814,0.009
187366,PSPW,20140930,2,2014,20141114,0.009
187366,PSPW,20141231,3,2014,20150213,0.009
187366,PSPW,20150331,4,2014,20150714,0.01
187366,PSPW,20150630,1,2015,20150819,0.085
187366,PSPW,20150930,2,2015,20151118,0.085
187366,PSPW,20151231,3,2015,20160216,0.084
187368,VTGN,20140331,4,2013,20140625,0.264
187368,VTGN,20140630,1,2014,20140812,0.765
187368,VTGN,20140930,2,2014,20141119,0.387
187368,VTGN,20141231,3,2014,20150217,0.259
187368,VTGN,20150331,4,2014,20150629,0.27
187368,VTGN,20150630,1,2015,20150814,1.744
187368,VTGN,20150930,2,2015,20151116,1.933
187368,VTGN,20151231,3,2015,20160216,2.012
187375,RMGN,20140331,1,2014,20140508,98.006
187375,RMGN,20140630,2,2014,20140807,87.521
187375,RMGN,20140930,3,2014,20141106,66.714
187375,RMGN,20141231,4,2014,20150331,39.789
187375,RMGN,20150331,1,2015,20150514,43.023
187375,RMGN,20150630,2,2015,20150813,35.121
187375,RMGN,20150930,3,2015,20151112,30.846
187375,RMGN,20151231,4,2015,20160310,29.718
187406,AMCX,20140331,1,2014,20140508,3484.7051
187406,AMCX,20140630,2,2014,20140807,3685.8501
187406,AMCX,20140930,3,2014,20141106,3663.2549
187406,AMCX,20141231,4,2014,20150226,3976.587
187406,AMCX,20150331,1,2015,20150504,4049.424
187406,AMCX,20150630,2,2015,20150806,4109.61
187406,AMCX,20150930,3,2015,20151105,4169.811
187406,AMCX,20151231,4,2015,20160225,4264.915
187409,VRHD,20140331,2,2014,20141205,0.019
187409,VRHD,20140630,3,2014,20141219,0.035
187411,LCTC,20140331,1,2014,20140507,5.095
187411,LCTC,20140630,2,2014,20140808,5.336
187411,LCTC,20140930,3,2014,20141112,5.72
187411,LCTC,20141231,4,2014,20150320,7.566
187411,LCTC,20150331,1,2015,20150512,7.219
187411,LCTC,20150630,2,2015,20150807,7.223
187411,LCTC,20150930,3,2015,20151112,7.694
187411,LCTC,20151231,4,2015,20160322,7.704
187412,7275B,20140331,1,2014,20140515,457.964
187412,7275B,20140630,2,2014,20140814,495.182
187412,7275B,20140930,3,2014,20141114,477.691
187412,7275B,20141231,4,2014,20150331,414.06
187412,7275B,20150331,1,2015,20150513,336.364
187412,7275B,20150630,2,2015,20150812,317.583
187412,7275B,20150930,3,2015,20151113,279.363
187412,7275B,20151231,4,2015,20160328,253.091
187413,XNET,20140331,1,2014,20140620,439.7849
187413,XNET,20140630,2,2014,20140820,574.3799
187413,XNET,20140930,3,2014,20141125,575.8828
187413,XNET,20141231,4,2014,20150311,580.362
187413,XNET,20150331,1,2015,20150520,568.087
187413,XNET,20150630,2,2015,20150812,584.729
187413,XNET,20150930,3,2015,20151118,547.141
187413,XNET,20151231,4,2015,20160310,538.361
187422,MGMB,20140331,1,2014,20140529,2492.4221
187422,MGMB,20140630,2,2014,20140829,2890.748
187422,MGMB,20140930,3,2014,20141128,2975.229
187422,MGMB,20141231,4,2014,20150316,2787.688
187422,MGMB,20150331,1,2015,20150430,2850.355
187422,MGMB,20150630,2,2015,20150829,3062.198
187422,MGMB,20150930,3,2015,20151127,3024.695
187422,MGMB,20151231,4,2015,20160311,3045.291
187423,MRQRF,20140331,3,2014,20140528,3.998
187423,MRQRF,20140630,4,2014,20141014,4.902
187423,MRQRF,20140930,1,2015,20141128,4.524
187423,MRQRF,20141231,2,2015,20150227,6.138
187423,MRQRF,20150331,3,2015,20150527,5.58
187423,MRQRF,20150630,4,2015,20151028,5.768
187423,MRQRF,20150930,1,2016,20151127,5.208
187423,MRQRF,20151231,2,2016,20160226,5.269
187434,CARB,20140331,1,2014,20140429,112.731
187434,CARB,20140630,2,2014,20140729,114.959
187434,CARB,20140930,3,2014,20141030,120.604
187434,CARB,20141231,4,2014,20150203,131.754
187434,CARB,20150331,1,2015,20150428,132.718
187434,CARB,20150630,2,2015,20150729,131.085
187434,CARB,20150930,3,2015,20151028,128
187434,CARB,20151231,4,2015,20160204,125.99
187435,BRHM.1,20140331,1,2014,20140515,0.21
187435,BRHM.1,20140630,2,2014,20140814,0.439
187435,BRHM.1,20140930,3,2014,20141117,0.442
187435,BRHM.1,20141231,4,2014,20150408,0.435
187435,BRHM.1,20150331,1,2015,20150709,0.186
187435,BRHM.1,20150630,2,2015,20150814,0.187
187435,BRHM.1,20150930,3,2015,20151123,0.186
187435,BRHM.1,20151231,4,2015,20160428,0.006
187436,AFAN,20140331,1,2014,20140515,1.582
187436,AFAN,20140630,2,2014,20140814,1.621
187436,AFAN,20140930,3,2014,20141119,2.071
187436,AFAN,20141231,4,2014,20150331,1.406
187436,AFAN,20150331,1,2015,20150514,1.021
187436,AFAN,20150630,2,2015,20150814,0.927
187436,AFAN,20150930,3,2015,20151118,0.848
187436,AFAN,20151231,4,2015,20160414,0.877
187449,CRYO,20140331,2,2014,20140520,0.567
187449,CRYO,20140630,3,2014,20140819,0.567
187449,CRYO,20140930,4,2014,20150120,0.54
187449,CRYO,20141231,1,2015,20150223,0.54
187449,CRYO,20150331,2,2015,20150515,0.515
187449,CRYO,20150630,3,2015,20150819,0.532
187449,CRYO,20150930,4,2015,20160113,0.534
187449,CRYO,20151231,1,2016,20160222,0.477
187450,ENPH,20140331,1,2014,20140506,113.16
187450,ENPH,20140630,2,2014,20140805,132.083
187450,ENPH,20140930,3,2014,20141104,144.724
187450,ENPH,20141231,4,2014,20150217,152.192
187450,ENPH,20150331,1,2015,20150505,153.49
187450,ENPH,20150630,2,2015,20150804,181.298
187450,ENPH,20150930,3,2015,20151103,182.963
187450,ENPH,20151231,4,2015,20160223,165.528
187461,NCPCF,20140331,1,2014,20140530,39.416
187461,NCPCF,20140630,2,2014,20140827,46.237
187461,NCPCF,20140930,3,2014,20141128,42.505
187461,NCPCF,20141231,4,2014,20150331,50.615
187461,NCPCF,20150331,1,2015,20150513,44.346
187461,NCPCF,20150630,2,2015,20150813,44.016
187461,NCPCF,20150930,3,2015,20151113,41.453
187461,NCPCF,20151231,4,2015,20160329,44.656
187462,UBNT,20140331,3,2014,20140508,434.573
187462,UBNT,20140630,4,2014,20140807,476.1509
187462,UBNT,20140930,1,2015,20141106,531.3198
187462,UBNT,20141231,2,2015,20150205,553.373
187462,UBNT,20150331,3,2015,20150507,619.285
187462,UBNT,20150630,4,2015,20150806,600.572
187462,UBNT,20150930,1,2016,20151105,583.9
187462,UBNT,20151231,2,2016,20160204,636.755
187473,HCGI,20140131,3,2013,20140730,2.461
187473,HCGI,20140430,4,2013,20140813,2.436
187473,HCGI,20140731,1,2014,20140915,2.432
187473,HCGI,20141031,2,2014,20141215,2.424
187473,HCGI,20150131,3,2014,20150312,2.377
187473,HCGI,20150430,4,2014,20150731,2.322
187473,HCGI,20150731,1,2015,20150916,2.298
187473,HCGI,20151031,2,2015,20151221,3.462
187483,FDUS,20140331,1,2014,20140508,359.6589
187483,FDUS,20140630,2,2014,20140807,360.5059
187483,FDUS,20140930,3,2014,20141106,393.095
187483,FDUS,20141231,4,2014,20150305,435.587
187483,FDUS,20150331,1,2015,20150507,439.978
187483,FDUS,20150630,2,2015,20150806,445.547
187483,FDUS,20150930,3,2015,20151105,457.122
187483,FDUS,20151231,4,2015,20160303,485.54
187489,AMSE,20140331,4,2013,20140630,2.3
187489,AMSE,20140630,1,2014,20140815,2.335
187489,AMSE,20140930,2,2014,20141118,1.89
187489,AMSE,20141231,3,2014,20150213,1.226
187489,AMSE,20150331,4,2014,20150714,0.901
187489,AMSE,20150630,1,2015,20150819,0.741
187490,IMPV,20140331,1,2014,20140501,198.247
187490,IMPV,20140630,2,2014,20140731,195.978
187490,IMPV,20140930,3,2014,20141030,198.996
187490,IMPV,20141231,4,2014,20150205,220.645
187490,IMPV,20150331,1,2015,20150507,340.302
187490,IMPV,20150630,2,2015,20150806,350.431
187490,IMPV,20150930,3,2015,20151029,361.357
187490,IMPV,20151231,4,2015,20160203,397.669
187491,OAK,20140331,1,2014,20140501,48429.207
187491,OAK,20140630,2,2014,20140731,51249.8359
187491,OAK,20140930,3,2014,20141030,52647.4492
187491,OAK,20141231,4,2014,20150209,53344.062
187491,OAK,20150331,1,2015,20150430,55037.577
187491,OAK,20150630,2,2015,20150728,55211.819
187491,OAK,20150930,3,2015,20151029,54858.051
187491,OAK,20151231,4,2015,20160209,51811.098
187496,ROII,20140331,1,2014,20140520,0.453
187496,ROII,20140630,2,2014,20140819,1.619
187496,ROII,20140930,3,2014,20141118,6.744
187496,ROII,20141231,4,2014,20150422,11.191
187496,ROII,20150331,1,2015,20150521,11.125
187496,ROII,20150630,2,2015,20150812,19.133
187496,ROII,20150930,3,2015,20151118,19.063
187496,ROII,20151231,4,2015,20160413,19.55
187529,PDH,20140331,1,2014,20140423,756.5249
187529,PDH,20140630,2,2014,20140811,764.46
187540,ECCE,20140331,1,2014,20140515,6.783
187540,ECCE,20140630,2,2014,20140819,6.646
187540,ECCE,20140930,3,2014,20141119,0.225
187547,WPTH,20140331,1,2014,20151110,5.736
187547,WPTH,20140630,2,2014,20151110,5.678
187547,WPTH,20140930,3,2014,20151110,5.589
187548,MEEC,20140331,1,2014,20140515,3.963
187548,MEEC,20140630,2,2014,20140814,6.019
187548,MEEC,20140930,3,2014,20141114,16.56
187548,MEEC,20141231,4,2014,20150320,17.325
187548,MEEC,20150331,1,2015,20150515,14.536
187548,MEEC,20150630,2,2015,20150814,12.066
187548,MEEC,20150930,3,2015,20151116,11.495
187548,MEEC,20151231,4,2015,20160330,7.315
187549,CBF,20140331,1,2014,20140417,6548.6211
187549,CBF,20140630,2,2014,20140724,6624.0039
187549,CBF,20140930,3,2014,20141016,6690.2969
187549,CBF,20141231,4,2014,20150129,6831.41
187549,CBF,20150331,1,2015,20150423,6976.736
187549,CBF,20150630,2,2015,20150723,7054.501
187549,CBF,20150930,3,2015,20151021,7261.196
187549,CBF,20151231,4,2015,20160128,7449.479
187550,ASPN,20140331,1,2014,20140616,88.169
187550,ASPN,20140630,2,2014,20140807,141.486
187550,ASPN,20140930,3,2014,20141106,147.196
187550,ASPN,20141231,4,2014,20150226,145.043
187550,ASPN,20150331,1,2015,20150507,141.521
187550,ASPN,20150630,2,2015,20150806,138.488
187550,ASPN,20150930,3,2015,20151105,140.445
187550,ASPN,20151231,4,2015,20160225,140.074
187551,TSE,20140331,1,2014,20140612,2594.052
187551,TSE,20140630,2,2014,20140806,2741.116
187551,TSE,20140930,3,2014,20141113,2448.0811
187551,TSE,20141231,4,2014,20150304,2356.116
187551,TSE,20150331,1,2015,20150505,2195.096
187551,TSE,20150630,2,2015,20150804,2289.056
187551,TSE,20150930,3,2015,20151104,2312.139
187551,TSE,20151231,4,2015,20160302,2284.572
187554,BWPC,20140131,2,2014,20140324,0.376
187554,BWPC,20140430,3,2014,20140721,0.426
187575,TLYS,20140131,4,2013,20140319,232.407
187575,TLYS,20140430,1,2014,20140528,236.322
187575,TLYS,20140731,2,2014,20140827,261.1099
187575,TLYS,20141031,3,2014,20141203,252.653
187575,TLYS,20150131,4,2014,20150318,257.551
187575,TLYS,20150430,1,2015,20150527,262.607
187575,TLYS,20150731,2,2015,20150826,285.547
187575,TLYS,20151031,3,2015,20151202,272.392
187576,ZNGA,20140331,1,2014,20140423,2434.1479
187576,ZNGA,20140630,2,2014,20140807,2442.6069
187576,ZNGA,20140930,3,2014,20141106,2391.376
187576,ZNGA,20141231,4,2014,20150212,2348.793
187576,ZNGA,20150331,1,2015,20150506,2256.029
187576,ZNGA,20150630,2,2015,20150806,2228.641
187576,ZNGA,20150930,3,2015,20151103,2237.784
187576,ZNGA,20151231,4,2015,20160210,2124.63
187577,CRPT,20140228,1,2014,20140421,0.001
187577,CRPT,20140531,2,2014,20140912,0.618
187577,CRPT,20140831,3,2014,20141020,0.735
187596,IROQ,20140331,3,2014,20140512,578.343
187596,IROQ,20140630,4,2014,20140822,551.343
187596,IROQ,20140930,1,2015,20141110,540.145
187596,IROQ,20141231,2,2015,20150128,549.833
187596,IROQ,20150331,3,2015,20150504,549.752
187596,IROQ,20150630,4,2015,20150828,563.668
187596,IROQ,20150930,1,2016,20151112,558.019
187596,IROQ,20151231,2,2016,20160202,560.263
187607,SSNI,20140331,1,2014,20140506,524.4189
187607,SSNI,20140630,2,2014,20140806,534.2869
187607,SSNI,20140930,3,2014,20141105,552.927
187607,SSNI,20141231,4,2014,20150209,548.194
187607,SSNI,20150331,1,2015,20150507,528.212
187607,SSNI,20150630,2,2015,20150805,517.947
187607,SSNI,20150930,3,2015,20151103,529.816
187607,SSNI,20151231,4,2015,20160208,457.725
187625,RDMPQ,20140331,3,2014,20140512,98.819
187625,RDMPQ,20140630,4,2014,20140930,97.226
187625,RDMPQ,20140930,1,2015,20141117,95.373
187625,RDMPQ,20141231,2,2015,20151113,65.693
187625,RDMPQ,20150331,3,2015,20151113,63.232
187625,RDMPQ,20150630,4,2015,20151113,33.551
187627,ILCC,20140930,1,2015,20141119,0.002
187627,ILCC,20141231,2,2015,20150213,0
187627,ILCC,20150331,3,2015,20150508,0.002
187627,ILCC,20150630,4,2015,20151016,0.026
187627,ILCC,20150930,1,2016,20151113,0.026
187627,ILCC,20151231,2,2016,20160211,0.008
187631,MACK,20140331,1,2014,20140501,164.982
187631,MACK,20140630,2,2014,20140811,129.813
187631,MACK,20140930,3,2014,20141110,188.602
187631,MACK,20141231,4,2014,20150226,158.656
187631,MACK,20150331,1,2015,20150507,127.02
187631,MACK,20150630,2,2015,20150810,105.043
187631,MACK,20150930,3,2015,20151109,102.684
187631,MACK,20151231,4,2015,20160225,234.88
187644,GSEHQ,20140331,1,2014,20140515,269.4099
187653,ZLTQ,20140331,1,2014,20140429,81.528
187653,ZLTQ,20140630,2,2014,20140729,86.837
187653,ZLTQ,20140930,3,2014,20141028,95.616
187653,ZLTQ,20141231,4,2014,20150303,103.905
187653,ZLTQ,20150331,1,2015,20150505,103.379
187653,ZLTQ,20150630,2,2015,20150730,118.71
187653,ZLTQ,20150930,3,2015,20151027,131.511
187653,ZLTQ,20151231,4,2015,20160229,178.827
187659,EMPO,20140331,1,2014,20140515,3.65
187659,EMPO,20140630,2,2014,20140814,3.963
187659,EMPO,20140930,3,2014,20141114,3.359
187659,EMPO,20141231,4,2014,20150415,3.339
187665,YGYI,20140331,1,2014,20140514,38.134
187665,YGYI,20140630,2,2014,20140813,46.501
187665,YGYI,20140930,3,2014,20141113,51.661
187665,YGYI,20141231,4,2014,20150330,55.732
187665,YGYI,20150331,1,2015,20150514,61.453
187665,YGYI,20150630,2,2015,20150813,64.304
187665,YGYI,20150930,3,2015,20151116,63.175
187665,YGYI,20151231,4,2015,20160330,62.785
187677,RNVA,20140331,1,2014,20140515,31.639
187677,RNVA,20140630,2,2014,20140813,36.06
187677,RNVA,20140930,3,2014,20141119,38.169
187677,RNVA,20141231,4,2014,20150415,35.761
187677,RNVA,20150331,1,2015,20150515,39.942
187677,RNVA,20150630,2,2015,20150814,39.477
187677,RNVA,20150930,3,2015,,
187677,RNVA,20151231,4,2015,20160419,27.972
187687,DWRE,20140331,1,2014,20140506,322.0869
187687,DWRE,20140630,2,2014,20140805,322.9668
187687,DWRE,20140930,3,2014,20141104,323.7168
187687,DWRE,20141231,4,2014,20150219,345.17
187687,DWRE,20150331,1,2015,20150507,350.082
187687,DWRE,20150630,2,2015,20150804,353.442
187687,DWRE,20150930,3,2015,20151102,352.653
187687,DWRE,20151231,4,2015,20160209,377.398
187689,ENIP,20140131,1,2014,20140314,0.912
187689,ENIP,20140430,2,2014,20140623,0.794
187689,ENIP,20140731,3,2014,20140915,1.395
187689,ENIP,20141031,4,2014,20150129,0.955
187689,ENIP,20150131,1,2015,20150317,0.766
187689,ENIP,20150430,2,2015,20150619,0.702
187689,ENIP,20150731,3,2015,20150917,0.868
187689,ENIP,20151031,4,2015,20160128,0.729
187690,HTA,20140331,1,2014,20140429,2735.2461
187690,HTA,20140630,2,2014,20140729,3014.571
187690,HTA,20140930,3,2014,20141028,2986.801
187690,HTA,20141231,4,2014,20150217,3041.65
187690,HTA,20150331,1,2015,20150506,3049.086
187690,HTA,20150630,2,2015,20150729,3218.112
187690,HTA,20150930,3,2015,20151028,3179.586
187690,HTA,20151231,4,2015,20160218,3172.3
187692,REGI,20140331,1,2014,20140506,755.3679
187692,REGI,20140630,2,2014,20140804,1069.0959
187692,REGI,20140930,3,2014,20141104,1055.6838
187692,REGI,20141231,4,2014,20150303,1372.888
187692,REGI,20150331,1,2015,20150505,1277.94
187692,REGI,20150630,2,2015,20150804,1153.404
187692,REGI,20150930,3,2015,20151103,1172.227
187692,REGI,20151231,4,2015,20160308,1223.62
187696,PRLB,20140331,1,2014,20140501,246.201
187696,PRLB,20140630,2,2014,20140724,264.9568
187696,PRLB,20140930,3,2014,20141023,279.4258
187696,PRLB,20141231,4,2014,20150205,287.514
187696,PRLB,20150331,1,2015,20150423,303.872
187696,PRLB,20150630,2,2015,20150723,319.391
187696,PRLB,20150930,3,2015,20151022,341.926
187696,PRLB,20151231,4,2015,20160204,361.036
187697,EPAM,20140331,1,2014,20140430,458.637
187697,EPAM,20140630,2,2014,20140804,537.9639
187697,EPAM,20140930,3,2014,20141103,565.031
187697,EPAM,20141231,4,2014,20150225,594.026
187697,EPAM,20150331,1,2015,20150506,609.534
187697,EPAM,20150630,2,2015,20150804,636.493
187697,EPAM,20150930,3,2015,20151104,703.728
187697,EPAM,20151231,4,2015,20160217,778.536
187698,BCEI,20140331,1,2014,20140508,1620.144
187698,BCEI,20140630,2,2014,20140807,1647.115
187698,BCEI,20140930,3,2014,20141106,2066.231
187698,BCEI,20141231,4,2014,20150226,2006.089
187698,BCEI,20150331,1,2015,20150507,2114.75
187698,BCEI,20150630,2,2015,20150727,2092.886
187698,BCEI,20150930,3,2015,20151105,1943.681
187698,BCEI,20151231,4,2015,20160229,1273.367
187709,SRLP,20140331,1,2014,20140514,721.3159
187709,SRLP,20140630,2,2014,20140813,545.9138
187709,SRLP,20140930,3,2014,20141112,737.3379
187709,SRLP,20141231,4,2014,20150313,1339.84
187709,SRLP,20150331,1,2015,20150507,1168.668
187709,SRLP,20150630,2,2015,20150806,922.126
187709,SRLP,20150930,3,2015,20151105,937.978
187709,SRLP,20151231,4,2015,20160310,1000.332
187711,CVSI,20140331,1,2014,20140515,21.711
187711,CVSI,20140630,2,2014,20140814,23.363
187711,CVSI,20140930,3,2014,20141114,22.33
187711,CVSI,20141231,4,2014,20150331,21.74
187711,CVSI,20150331,1,2015,20150515,23.441
187711,CVSI,20150630,2,2015,20150814,23.066
187711,CVSI,20150930,3,2015,20151116,24.567
187711,CVSI,20151231,4,2015,20160414,27.295
187714,WAIR,20140331,2,2014,20140506,2374.4351
187714,WAIR,20140630,3,2014,20140804,2391.5471
187714,WAIR,20140930,4,2014,20141120,2412.2739
187714,WAIR,20141231,1,2015,20150205,2422.726
187714,WAIR,20150331,2,2015,20150507,2395.437
187714,WAIR,20150630,3,2015,20150806,2370.378
187714,WAIR,20150930,4,2015,20151119,2020.973
187714,WAIR,20151231,1,2016,20160204,2029.758
187720,ARGS,20140331,1,2014,20140513,86.476
187720,ARGS,20140630,2,2014,20140813,74.718
187720,ARGS,20140930,3,2014,20141113,76.794
187720,ARGS,20141231,4,2014,20150330,64.367
187720,ARGS,20150331,1,2015,20150514,53.293
187720,ARGS,20150630,2,2015,20150812,48.954
187720,ARGS,20150930,3,2015,20151116,44.312
187720,ARGS,20151231,4,2015,20160329,31.131
187721,ENFC,20140331,1,2014,20140814,789.3259
187721,ENFC,20140630,2,2014,20140811,820.2649
187721,ENFC,20140930,3,2014,20141030,884.4399
187721,ENFC,20141231,4,2014,20150129,903.648
187721,ENFC,20150331,1,2015,20150430,919.05
187721,ENFC,20150630,2,2015,20150730,969.524
187721,ENFC,20150930,3,2015,20151029,984.321
187721,ENFC,20151231,4,2015,20160121,1031.416
187722,IMI,20140331,1,2014,20140506,121.951
187722,IMI,20140630,2,2014,20140801,116.228
187722,IMI,20140930,3,2014,20141031,111.437
187722,IMI,20141231,4,2014,20150212,105.437
187722,IMI,20150331,1,2015,20150507,100.44
187722,IMI,20150630,2,2015,20150806,96.212
187722,IMI,20150930,3,2015,20151105,71.632
187722,IMI,20151231,4,2015,20160204,69.677
187723,EPCPF,20140331,1,2014,20140522,26.826
187723,EPCPF,20140630,2,2014,20140821,26.494
187723,EPCPF,20140930,3,2014,20141120,24.658
187723,EPCPF,20141231,4,2014,20150428,22.759
187723,EPCPF,20150331,1,2015,20150527,22.312
187723,EPCPF,20150630,2,2015,20150827,21.451
187723,EPCPF,20150930,3,2015,20151124,22.703
187723,EPCPF,20151231,4,2015,20160429,22.706
187737,IRGTQ,20140331,1,2014,20140430,340.0808
187737,IRGTQ,20140630,2,2014,20140807,344.8188
187737,IRGTQ,20140930,3,2014,20141029,373.0088
187737,IRGTQ,20141231,4,2014,20150312,327.72
187737,IRGTQ,20150331,1,2015,20150504,308.968
187737,IRGTQ,20150630,2,2015,20150806,268.41
187737,IRGTQ,20150930,3,2015,20151105,256.175
187737,IRGTQ,20151231,4,2015,20160303,207.371
187739,VCRA,20140331,1,2014,20140501,166.957
187739,VCRA,20140630,2,2014,20140731,163.919
187739,VCRA,20140930,3,2014,20141030,160.029
187739,VCRA,20141231,4,2014,20150212,159.628
187739,VCRA,20150331,1,2015,20150423,154.815
187739,VCRA,20150630,2,2015,20150730,154.599
187739,VCRA,20150930,3,2015,20151027,154.3
187739,VCRA,20151231,4,2015,20160211,162.261
187740,MTSI,20140331,2,2014,20140429,566.2778
187740,MTSI,20140630,3,2014,20140729,679.334
187740,MTSI,20140930,4,2014,20141118,682.2339
187740,MTSI,20141231,1,2015,20150202,777.291
187740,MTSI,20150331,2,2015,20150428,800.249
187740,MTSI,20150630,3,2015,20150728,806.714
187740,MTSI,20150930,4,2015,20151117,866.251
187740,MTSI,20151231,1,2016,20160126,898.449
187742,AHFD,20140331,1,2014,20140520,0.045
187742,AHFD,20140630,2,2014,20140918,0.046
187742,AHFD,20140930,3,2014,20141119,0.098
187757,GYST,20140331,1,2014,,
187757,GYST,20140630,2,2014,,
187757,GYST,20140930,3,2014,,
187757,GYST,20141231,4,2014,20160312,0.261
187757,GYST,20150331,1,2015,,
187757,GYST,20150630,2,2015,,
187757,GYST,20150930,3,2015,,
187757,GYST,20151231,4,2015,20160312,0.266
187764,ADGL,20140331,1,2014,20140512,1.884
187764,ADGL,20140630,2,2014,20140814,1.023
187764,ADGL,20140930,3,2014,20141114,0.809
187764,ADGL,20141231,4,2014,20150420,1.479
187764,ADGL,20150331,1,2015,20150515,1.446
187764,ADGL,20150630,2,2015,20150814,1.413
187764,ADGL,20150930,3,2015,20151116,1.517
187766,ERA,20140331,1,2014,20140506,972.4558
187766,ERA,20140630,2,2014,20140805,985.8489
187766,ERA,20140930,3,2014,20141104,1000.1619
187766,ERA,20141231,4,2014,20150310,1017.174
187766,ERA,20150331,1,2015,20150505,1013.498
187766,ERA,20150630,2,2015,20150804,1024.588
187766,ERA,20150930,3,2015,20151104,998.78
187766,ERA,20151231,4,2015,20160225,1007.091
187769,BOPO,20140228,1,2014,20140414,0.17
187769,BOPO,20140531,2,2014,20140721,0.104
187769,BOPO,20140831,3,2014,20141020,0.039
187769,BOPO,20141130,4,2014,20150313,0.048
187769,BOPO,20150228,1,2015,20150513,0.053
187769,BOPO,20150531,2,2015,20150807,0.028
187769,BOPO,20150831,3,2015,20151020,0.071
187769,BOPO,20151130,4,2015,20160315,0.032
187773,EXA,20140131,4,2013,20140324,84.849
187773,EXA,20140430,1,2014,20140529,60.073
187773,EXA,20140731,2,2014,20140827,54.626
187773,EXA,20141031,3,2014,20141204,44.361
187773,EXA,20150131,4,2014,20150319,63.053
187773,EXA,20150430,1,2015,20150528,60.384
187773,EXA,20150731,2,2015,20150901,49.797
187773,EXA,20151031,3,2015,20151203,52.323
187774,RNF,20140331,1,2014,20140512,442.7349
187774,RNF,20140630,2,2014,20140818,390.1829
187774,RNF,20140930,3,2014,20141106,424.4858
187774,RNF,20141231,4,2014,20150316,414.316
187774,RNF,20150331,1,2015,20150511,432.202
187774,RNF,20150630,2,2015,20150810,328.045
187774,RNF,20150930,3,2015,20151109,291.058
187774,RNF,20151231,4,2015,20160315,241.37
187775,CHUY,20140331,1,2014,20140506,155.442
187775,CHUY,20140630,2,2014,20140805,165.957
187775,CHUY,20140930,3,2014,20141104,170.825
187775,CHUY,20141231,4,2014,20150302,179.212
187775,CHUY,20150331,1,2015,20150504,182.436
187775,CHUY,20150630,2,2015,20150804,187.589
187775,CHUY,20150930,3,2015,20151103,195.06
187775,CHUY,20151231,4,2015,20160301,200.461
187777,GRDH,20140331,1,2014,20140514,1.555
187777,GRDH,20140630,2,2014,20140814,5.369
187777,GRDH,20140930,3,2014,20141114,4.103
187777,GRDH,20141231,4,2014,20150331,2.798
187777,GRDH,20150331,1,2015,20150514,2.343
187777,GRDH,20150630,2,2015,20150814,2.166
187777,GRDH,20150930,3,2015,20151113,1.868
187784,SANP,20140131,2,2014,20140325,0.223
187784,SANP,20140430,3,2014,20140623,0.24
187794,CMMMF,20140331,2,2014,20140530,6.019
187794,CMMMF,20140630,3,2014,20140829,6.167
187794,CMMMF,20140930,4,2014,20141209,4.274
187794,CMMMF,20141231,1,2015,20150218,4.522
187794,CMMMF,20150331,2,2015,20150527,4.081
187794,CMMMF,20150630,3,2015,20150831,4.15
187794,CMMMF,20150930,4,2015,20160128,3.859
187794,CMMMF,20151231,1,2016,20160229,3.726
187810,MCEP,20140331,1,2014,20140505,235.429
187810,MCEP,20140630,2,2014,20140804,248.794
187810,MCEP,20140930,3,2014,20141103,332.7539
187810,MCEP,20141231,4,2014,20150302,454.628
187810,MCEP,20150331,1,2015,20150504,443.949
187810,MCEP,20150630,2,2015,20150803,429.467
187810,MCEP,20150930,3,2015,20151102,393.922
187810,MCEP,20151231,4,2015,20160229,327.086
187812,MTDR,20140331,1,2014,20140506,1021.731
187812,MTDR,20140630,2,2014,20140806,1133.4409
187812,MTDR,20140930,3,2014,20141105,1277.4028
187812,MTDR,20141231,4,2014,20150302,1436.291
187812,MTDR,20150331,1,2015,20150506,1687.426
187812,MTDR,20150630,2,2015,20150804,1560.297
187812,MTDR,20150930,3,2015,20151104,1280.522
187812,MTDR,20151231,4,2015,20160224,1140.861
187814,RRMS,20140331,1,2014,20140508,931.3889
187814,RRMS,20140630,2,2014,20140807,1348.5369
187814,RRMS,20140930,3,2014,20141106,1065.311
187814,RRMS,20141231,4,2014,20150226,945.228
187814,RRMS,20150331,1,2015,20150507,1171.166
187814,RRMS,20150630,2,2015,20150806,1323.838
187814,RRMS,20150930,3,2015,20151105,1273.495
187814,RRMS,20151231,4,2015,20160225,1257.831
187833,FRGI,20140331,1,2014,20140506,313.2739
187833,FRGI,20140630,2,2014,20140805,329.7378
187833,FRGI,20140930,3,2014,20141104,343.3799
