gvkey,tic,datadate,fqtr,qtryr,rdq,atqr
063057,DAEG,20150731,1,2015,20150910,22.613
063058,SBFG,20140331,1,2014,20140421,646.302
063058,SBFG,20140630,2,2014,20140728,662.5
063058,SBFG,20140930,3,2014,20141022,664.5559
063058,SBFG,20141231,4,2014,20150121,684.228
063058,SBFG,20150331,1,2015,20150427,717.555
063058,SBFG,20150630,2,2015,20150727,707.208
063058,SBFG,20150930,3,2015,20151026,719.237
063058,SBFG,20151231,4,2015,20160121,733.071
063059,TRLI,20140331,4,2013,20140715,0.004
063059,TRLI,20140630,1,2014,20140814,0.003
063059,TRLI,20140930,2,2014,20141119,0.001
063059,TRLI,20141231,3,2014,20150217,0
063059,TRLI,20150331,4,2014,20150714,0.013
063059,TRLI,20150630,1,2015,20150814,0.016
063059,TRLI,20150930,2,2015,20151116,0.039
063059,TRLI,20151231,3,2015,20160216,0.003
063062,RESX.1,20140331,1,2014,20140520,26.448
063062,RESX.1,20140630,2,2014,20140814,54.529
063062,RESX.1,20140930,3,2014,20141112,50.547
063062,RESX.1,20141231,4,2014,20150403,42.779
063062,RESX.1,20150331,1,2015,20150511,39.622
063062,RESX.1,20150630,2,2015,20150812,36.654
063062,RESX.1,20150930,3,2015,20151112,23.378
063079,9490B,20140331,2,2014,20140513,1206.2888
063080,ANSS,20140331,1,2014,20140501,2793.229
063080,ANSS,20140630,2,2014,20140805,2799.196
063080,ANSS,20140930,3,2014,20141105,2789.0381
063080,ANSS,20141231,4,2014,20150226,2774.103
063080,ANSS,20150331,1,2015,20150506,2681.094
063080,ANSS,20150630,2,2015,20150805,2746.03
063080,ANSS,20150930,3,2015,20151105,2701.566
063080,ANSS,20151231,4,2015,20160225,2729.904
063081,ARDM,20140331,1,2014,20140514,46.512
063081,ARDM,20140630,2,2014,20140807,56.082
063081,ARDM,20140930,3,2014,20141107,53.353
063081,ARDM,20141231,4,2014,20150317,53.963
063081,ARDM,20150331,1,2015,20150511,54.136
063081,ARDM,20150630,2,2015,20150813,54.136
063081,ARDM,20150930,3,2015,20151111,44.841
063081,ARDM,20151231,4,2015,20160315,35.626
063083,ELGX,20140331,1,2014,20140430,258.1379
063083,ELGX,20140630,2,2014,20140730,263.4709
063083,ELGX,20140930,3,2014,20141030,256.302
063083,ELGX,20141231,4,2014,20150225,248.209
063083,ELGX,20150331,1,2015,20150429,237.765
063083,ELGX,20150630,2,2015,20150803,231.322
063083,ELGX,20150930,3,2015,20151026,229.151
063083,ELGX,20151231,4,2015,20160222,335.817
063099,BVSN,20140331,1,2014,20140430,50.371
063099,BVSN,20140630,2,2014,20140730,47.578
063099,BVSN,20140930,3,2014,20141022,43.462
063099,BVSN,20141231,4,2014,20150205,41.826
063099,BVSN,20150331,1,2015,20150429,39.928
063099,BVSN,20150630,2,2015,20150724,37.747
063099,BVSN,20150930,3,2015,20151028,34.821
063099,BVSN,20151231,4,2015,20160203,32.21
063120,AXAHY,20140331,1,2014,,
063120,AXAHY,20140630,2,2014,20140801,1081630
063120,AXAHY,20140930,3,2014,,
063120,AXAHY,20141231,4,2014,20150225,1016567.497
063120,AXAHY,20150331,1,2015,,
063120,AXAHY,20150630,2,2015,20150804,991365.289
063120,AXAHY,20150930,3,2015,,
063120,AXAHY,20151231,4,2015,20160401,963269.313
063122,ECIA,20140331,4,2013,20140521,6.211
063122,ECIA,20140630,1,2014,20140729,5.79
063122,ECIA,20140930,2,2014,20141031,5.376
063122,ECIA,20141231,3,2014,20150130,5.13
063122,ECIA,20150331,4,2014,20150527,4.726
063122,ECIA,20150630,1,2015,20150803,4.36
063122,ECIA,20150930,2,2015,20151028,3.992
063122,ECIA,20151231,3,2015,20160202,3.964
063123,GWR,20140331,1,2014,20140501,5286.6094
063123,GWR,20140630,2,2014,20140801,5610.3672
063123,GWR,20140930,3,2014,20141031,5565.707
063123,GWR,20141231,4,2014,20150210,5595.753
063123,GWR,20150331,1,2015,20150501,6757.625
063123,GWR,20150630,2,2015,20150803,6806.366
063123,GWR,20150930,3,2015,20151030,6716.546
063123,GWR,20151231,4,2015,20160209,6795.604
063135,DCOM,20140331,1,2014,20140424,4280.3672
063135,DCOM,20140630,2,2014,20140724,4301.6914
063135,DCOM,20140930,3,2014,20141023,4384.4023
063135,DCOM,20141231,4,2014,20150127,4497.107
063135,DCOM,20150331,1,2015,20150423,4583.349
063135,DCOM,20150630,2,2015,20150723,4644.535
063135,DCOM,20150930,3,2015,20151022,4832.492
063135,DCOM,20151231,4,2015,20160127,5032.872
063138,GLAE,20140331,1,2014,20140430,601.5999
063138,GLAE,20140630,2,2014,20140731,574.7
063138,GLAE,20140930,3,2014,20141104,499.2
063138,GLAE,20141231,4,2014,20150210,499.2
063138,GLAE,20150331,1,2015,20150506,452.8
063138,GLAE,20150630,2,2015,20150810,423.5
063138,GLAE,20150930,3,2015,20151106,267.3
063138,GLAE,20151231,4,2015,20160308,168.4
063139,TRQ,20140331,1,2014,20140512,8625.543
063139,TRQ,20140630,2,2014,20140812,8467.0547
063139,TRQ,20140930,3,2014,20141110,8232.5352
063139,TRQ,20141231,4,2014,20150324,8167.241
063139,TRQ,20150331,1,2015,20150511,8303.348
063139,TRQ,20150630,2,2015,20150805,8193.429
063139,TRQ,20150930,3,2015,20151105,8134.682
063139,TRQ,20151231,4,2015,20160317,8240.095
063144,ICTSF,20140331,1,2014,,
063144,ICTSF,20140630,2,2014,20141211,33.165
063144,ICTSF,20140930,3,2014,,
063144,ICTSF,20141231,4,2014,20150505,35.005
063144,ICTSF,20150331,1,2015,,
063144,ICTSF,20150630,2,2015,20151222,37.196
063144,ICTSF,20150930,3,2015,,
063144,ICTSF,20151231,4,2015,20160427,42.349
063165,KTYB,20140331,1,2014,20140430,782.6538
063165,KTYB,20140630,2,2014,20140731,785.2959
063165,KTYB,20140930,3,2014,20141031,794.124
063165,KTYB,20141231,4,2014,20150130,855.209
063165,KTYB,20150331,1,2015,20150430,856.521
063165,KTYB,20150630,2,2015,20150730,852.954
063165,KTYB,20150930,3,2015,20151030,933.542
063165,KTYB,20151231,4,2015,20160129,974.684
063169,DASTY,20140331,1,2014,20140424,5993.543
063169,DASTY,20140630,2,2014,20140724,6151.0508
063169,DASTY,20140930,3,2014,20141023,6003.4766
063169,DASTY,20141231,4,2014,20150324,6011.846
063169,DASTY,20150331,1,2015,20150423,5890.15
063169,DASTY,20150630,2,2015,20150723,5957.017
063169,DASTY,20150930,3,2015,20151022,5937.626
063169,DASTY,20151231,4,2015,20160204,6853.582
063172,FDS,20140228,2,2014,20140318,653.9648
063172,FDS,20140531,3,2014,20140617,659.636
063172,FDS,20140831,4,2014,20140916,663.2119
063172,FDS,20141130,1,2015,20141216,646.479
063172,FDS,20150228,2,2015,20150317,709.572
063172,FDS,20150531,3,2015,20150616,728.076
063172,FDS,20150831,4,2015,20150922,736.671
063172,FDS,20151130,1,2016,20151215,1017.687
063178,PROV,20140331,3,2014,20140429,1125.1208
063178,PROV,20140630,4,2014,20140730,1105.6289
063178,PROV,20140930,1,2015,20141029,1106.854
063178,PROV,20141231,2,2015,20150126,1112.39
063178,PROV,20150331,3,2015,20150428,1213.791
063178,PROV,20150630,4,2015,20150728,1174.555
063178,PROV,20150930,1,2016,20151027,1177.237
063178,PROV,20151231,2,2016,20160126,1164.542
063185,CHKP,20140331,1,2014,20140429,4773.2891
063185,CHKP,20140630,2,2014,20140723,4772.0195
063185,CHKP,20140930,3,2014,20141023,4766.125
063185,CHKP,20141231,4,2014,20150129,4948.818
063185,CHKP,20150331,1,2015,20150420,4910.589
063185,CHKP,20150630,2,2015,20150722,4884.993
063185,CHKP,20150930,3,2015,20151026,4858.168
063185,CHKP,20151231,4,2015,20160128,5069.88
063186,QGEN,20140331,1,2014,20140506,4486.5117
063186,QGEN,20140630,2,2014,20140729,4563.5938
063186,QGEN,20140930,3,2014,20141029,4461.2383
063186,QGEN,20141231,4,2014,20150128,4454.372
063186,QGEN,20150331,1,2015,20150505,4170.198
063186,QGEN,20150630,2,2015,20150729,4131.168
063186,QGEN,20150930,3,2015,20151028,4159.431
063186,QGEN,20151231,4,2015,20160202,4189.678
063197,HWEN,20140331,3,2014,20140506,69.673
063197,HWEN,20140630,4,2014,20140812,67.788
063197,HWEN,20140930,1,2015,20141111,67.439
063197,HWEN,20141231,2,2015,20150210,65.199
063197,HWEN,20150331,3,2015,20150505,65.942
063197,HWEN,20150630,4,2015,20150820,64.91
063197,HWEN,20150930,1,2016,20151110,66.454
063197,HWEN,20151231,2,2016,20160209,63.513
063220,EVSNF,20140331,1,2014,20140626,3.155
063220,EVSNF,20140630,2,2014,20140812,3.292
063220,EVSNF,20140930,3,2014,20141117,3.344
063220,EVSNF,20141231,4,2014,20150430,3.629
063220,EVSNF,20150331,1,2015,20150519,3.676
063220,EVSNF,20150630,2,2015,20150812,4.638
063220,EVSNF,20150930,3,2015,20151029,5.404
063220,EVSNF,20151231,4,2015,20160329,6.792
063224,CVCY,20140331,1,2014,20140416,1139.502
063224,CVCY,20140630,2,2014,20140716,1160.688
063224,CVCY,20140930,3,2014,20141015,1164.1189
063224,CVCY,20141231,4,2014,20150213,1192.183
063224,CVCY,20150331,1,2015,20150415,1198.409
063224,CVCY,20150630,2,2015,20150715,1217.102
063224,CVCY,20150930,3,2015,20151021,1233.995
063224,CVCY,20151231,4,2015,20160126,1276.736
063232,OCFC,20140331,1,2014,20140424,2281.7109
063232,OCFC,20140630,2,2014,20140723,2329.1411
063232,OCFC,20140930,3,2014,20141023,2308.7009
063232,OCFC,20141231,4,2014,20150122,2356.714
063232,OCFC,20150331,1,2015,20150423,2384.141
063232,OCFC,20150630,2,2015,20150723,2395.1
063232,OCFC,20150930,3,2015,20151022,2557.898
063232,OCFC,20151231,4,2015,20160121,2593.068
063268,KDUS,20140331,1,2014,20140514,22.762
063268,KDUS,20140630,2,2014,20140814,42.328
063268,KDUS,20140930,3,2014,20141114,42.503
063268,KDUS,20141231,4,2014,20150331,42.267
063268,KDUS,20150331,1,2015,20150515,42.138
063268,KDUS,20150630,2,2015,20150814,42.004
063268,KDUS,20150930,3,2015,20151113,42.05
063268,KDUS,20151231,4,2015,20160330,41.905
063272,CPKF,20140331,1,2014,,669.2449
063272,CPKF,20140630,2,2014,,655.0249
063272,CPKF,20140930,3,2014,,657.895
063272,CPKF,20141231,4,2014,20150130,663.186
063272,CPKF,20150331,1,2015,20150421,663.133
063272,CPKF,20150630,2,2015,,665.149
063272,CPKF,20150930,3,2015,20151015,665.778
063272,CPKF,20151231,4,2015,20160115,679.058
063288,FFG,20140331,1,2014,20140501,8689.2227
063288,FFG,20140630,2,2014,20140731,8895.9648
063288,FFG,20140930,3,2014,20141106,8941.2188
063288,FFG,20141231,4,2014,20150205,9064.408
063288,FFG,20150331,1,2015,20150507,9200.779
063288,FFG,20150630,2,2015,20150804,9105.929
063288,FFG,20150930,3,2015,20151103,9112.796
063288,FFG,20151231,4,2015,20160211,9132.004
063290,PEGA,20140331,1,2014,20140506,535.7109
063290,PEGA,20140630,2,2014,20140805,545.5869
063290,PEGA,20140930,3,2014,20141104,549.1638
063290,PEGA,20141231,4,2014,20150226,587.801
063290,PEGA,20150331,1,2015,20150506,600.803
063290,PEGA,20150630,2,2015,20150729,590.367
063290,PEGA,20150930,3,2015,20151027,583.94
063290,PEGA,20151231,4,2015,20160225,627.758
063312,RCAR,20140331,1,2014,20140513,1.626
063312,RCAR,20140630,2,2014,20140814,1.437
063312,RCAR,20140930,3,2014,20141113,1.152
063312,RCAR,20141231,4,2014,20150320,0.853
063312,RCAR,20150331,1,2015,20150512,0.559
063312,RCAR,20150630,2,2015,20150813,1.345
063312,RCAR,20150930,3,2015,20151113,1.093
063312,RCAR,20151231,4,2015,20160328,0.561
063332,DYNR,20140331,1,2014,20140514,5.922
063332,DYNR,20140630,2,2014,20140815,6.492
063332,DYNR,20140930,3,2014,20141119,6.154
063332,DYNR,20141231,4,2014,20150506,5.267
063332,DYNR,20150331,1,2015,20150515,5.141
063332,DYNR,20150630,2,2015,20150814,11.048
063332,DYNR,20150930,3,2015,20151116,8.814
063332,DYNR,20151231,4,2015,20160412,7.787
063337,MGTI,20140331,1,2014,20140515,12.351
063337,MGTI,20140630,2,2014,20140814,12.2
063337,MGTI,20140930,3,2014,20141114,11.757
063337,MGTI,20141231,4,2014,20150415,10.676
063337,MGTI,20150331,1,2015,20150515,10.574
063337,MGTI,20150630,2,2015,20150814,10.109
063337,MGTI,20150930,3,2015,20151116,7.584
063337,MGTI,20151231,4,2015,20160414,6.119
063338,STRA,20140331,1,2014,20140507,277.614
063338,STRA,20140630,2,2014,20140731,282.1929
063338,STRA,20140930,3,2014,20141030,295.4839
063338,STRA,20141231,4,2014,20150206,307.815
063338,STRA,20150331,1,2015,20150506,327.778
063338,STRA,20150630,2,2015,20150729,336.003
063338,STRA,20150930,3,2015,20151028,230.273
063338,STRA,20151231,4,2015,20160204,248.434
063383,HDYNQ,20140331,3,2014,20140509,66.997
063383,HDYNQ,20140630,4,2014,20140912,50.838
063383,HDYNQ,20140930,1,2015,20141106,42.566
063383,HDYNQ,20141231,2,2015,20150205,40.045
063383,HDYNQ,20150331,3,2015,20150507,37.177
063383,HDYNQ,20150630,4,2015,20150916,34.096
063383,HDYNQ,20150930,1,2016,20151112,31.166
063383,HDYNQ,20151231,2,2016,20160211,29.531
063388,WHLM,20140331,1,2014,20140514,38.379
063388,WHLM,20140630,2,2014,20140811,41.274
063388,WHLM,20140930,3,2014,20141113,41.081
063388,WHLM,20141231,4,2014,20150327,43.203
063388,WHLM,20150331,1,2015,20150515,45.099
063388,WHLM,20150630,2,2015,20150813,45.408
063388,WHLM,20150930,3,2015,20151116,45.761
063388,WHLM,20151231,4,2015,20160329,43.77
063395,HLAN,20140331,1,2014,20140415,601
063395,HLAN,20140630,2,2014,20140710,615
063395,HLAN,20140930,3,2014,20141022,636.027
063395,HLAN,20141231,4,2014,20150120,649.682
063395,HLAN,20150331,1,2015,20150421,675.61
063395,HLAN,20150630,2,2015,20150721,683.847
063395,HLAN,20150930,3,2015,20151020,700.48
063395,HLAN,20151231,4,2015,20160119,729.497
063402,CHBH,20140331,1,2014,,818.301
063402,CHBH,20140630,2,2014,,791.369
063402,CHBH,20140930,3,2014,,769.792
063402,CHBH,20141231,4,2014,,779.425
063402,CHBH,20150331,1,2015,,777.148
063402,CHBH,20150630,2,2015,,777.065
063402,CHBH,20150930,3,2015,,776.039
063402,CHBH,20151231,4,2015,20160329,797.412
063405,GERN,20140331,1,2014,20140501,155.408
063405,GERN,20140630,2,2014,20140811,149.339
063405,GERN,20140930,3,2014,20141103,144.247
063405,GERN,20141231,4,2014,20150303,172.511
063405,GERN,20150331,1,2015,20150430,165.807
063405,GERN,20150630,2,2015,20150805,159.083
063405,GERN,20150930,3,2015,20151105,154.019
063405,GERN,20151231,4,2015,20160225,148.76
063412,BSIRY,20140331,1,2014,20140527,2707.752
063412,BSIRY,20140630,2,2014,20140827,2699.1211
063412,BSIRY,20140930,3,2014,20141126,2487.8101
063412,BSIRY,20141231,4,2014,20150330,2193.281
063412,BSIRY,20150331,1,2015,20150527,2250.327
063412,BSIRY,20150630,2,2015,20150827,2054.919
063412,BSIRY,20150930,3,2015,20151130,1754.05
063412,BSIRY,20151231,4,2015,20160330,1730.314
063417,TTEC,20140331,1,2014,20140505,831.9399
063417,TTEC,20140630,2,2014,20140811,816.637
063417,TTEC,20140930,3,2014,20141105,861.3088
063417,TTEC,20141231,4,2014,20150225,852.475
063417,TTEC,20150331,1,2015,20150511,864.483
063417,TTEC,20150630,2,2015,20150805,863.205
063417,TTEC,20150930,3,2015,20151109,858.215
063417,TTEC,20151231,4,2015,20160314,843.327
063422,LAMR,20140331,1,2014,20140507,3426.5779
063422,LAMR,20140630,2,2014,20140807,3376.47
063422,LAMR,20140930,3,2014,20141105,3369.76
063422,LAMR,20141231,4,2014,20150225,3318.818
063422,LAMR,20150331,1,2015,20150506,3355.224
063422,LAMR,20150630,2,2015,20150806,3369.706
063422,LAMR,20150930,3,2015,20151105,3416.4
063422,LAMR,20151231,4,2015,20160223,3391.778
063446,AMAR,20140331,1,2014,20140515,0.115
063446,AMAR,20140630,2,2014,20140814,0.145
063446,AMAR,20140930,3,2014,20141114,0.122
063446,AMAR,20141231,4,2014,20150410,0.422
063446,AMAR,20150331,1,2015,20150515,0.328
063446,AMAR,20150630,2,2015,20150810,0.239
063446,AMAR,20150930,3,2015,20151112,0.335
063446,AMAR,20151231,4,2015,20160330,0.117
063447,GES,20140131,4,2013,20140319,1764.4309
063447,GES,20140430,1,2014,20140529,1713.751
063447,GES,20140731,2,2014,20140827,1740.4189
063447,GES,20141031,3,2014,20141203,1654.0959
063447,GES,20150131,4,2014,20150318,1601.405
063447,GES,20150430,1,2015,20150602,1555.239
063447,GES,20150731,2,2015,20150826,1563.612
063447,GES,20151031,3,2015,20151124,1522.472
063448,PURE,20140131,2,2014,20140313,2.413
063448,PURE,20140430,3,2014,20140610,2.451
063448,PURE,20140731,4,2014,20141028,1.859
063448,PURE,20141031,1,2015,20141211,7.096
063448,PURE,20150131,2,2015,20150304,5.561
063448,PURE,20150430,3,2015,20150611,4.18
063448,PURE,20150731,4,2015,20151028,3.261
063448,PURE,20151031,1,2016,20151210,7.827
063454,AWRE,20140331,1,2014,20140422,89.462
063454,AWRE,20140630,2,2014,20140722,91.828
063454,AWRE,20140930,3,2014,20141021,55.798
063454,AWRE,20141231,4,2014,20150210,55.893
063454,AWRE,20150331,1,2015,20150421,56.24
063454,AWRE,20150630,2,2015,20150723,57.776
063454,AWRE,20150930,3,2015,20151022,57.51
063454,AWRE,20151231,4,2015,20160209,63.619
063456,CSV,20140331,1,2014,20140507,769.4319
063456,CSV,20140630,2,2014,20140805,823.1528
063456,CSV,20140930,3,2014,20141029,825.6958
063456,CSV,20141231,4,2014,20150225,827.528
063456,CSV,20150331,1,2015,20150505,835.235
063456,CSV,20150630,2,2015,20150804,841.9
063456,CSV,20150930,3,2015,20151103,828.077
063456,CSV,20151231,4,2015,20160216,837.353
063477,BAESY,20140331,1,2014,,
063477,BAESY,20140630,2,2014,20140731,31149.9141
063477,BAESY,20140930,3,2014,,
063477,BAESY,20141231,4,2014,20150219,30825.746
063477,BAESY,20150331,1,2015,,
063477,BAESY,20150630,2,2015,20150729,29484.98
063477,BAESY,20150930,3,2015,,
063477,BAESY,20151231,4,2015,20160218,29614.392
063490,BIOS,20140331,1,2014,20140508,900.0759
063490,BIOS,20140630,2,2014,20140806,883.822
063490,BIOS,20140930,3,2014,20141105,858.843
063490,BIOS,20141231,4,2014,20150302,824.713
063490,BIOS,20150331,1,2015,20150507,845.423
063490,BIOS,20150630,2,2015,20150810,577.149
063490,BIOS,20150930,3,2015,20151104,562.656
063490,BIOS,20151231,4,2015,20160302,546.505
063491,GACR,20140331,1,2014,20140520,1.984
063491,GACR,20140630,2,2014,20140905,1.468
063491,GACR,20140930,3,2014,20160216,1.022
063495,WGRP,20140331,1,2014,20140505,865.5879
063495,WGRP,20140630,2,2014,20140804,842.3938
063495,WGRP,20140930,3,2014,20141215,784.947
063495,WGRP,20141231,4,2014,20150331,692.207
063495,WGRP,20150331,1,2015,20150505,613.203
063495,WGRP,20150630,2,2015,20150806,557.206
063495,WGRP,20150930,3,2015,20151105,513.83
063495,WGRP,20151231,4,2015,20160310,445.608
063501,ETFC,20140331,1,2014,20140423,46438
063501,ETFC,20140630,2,2014,20140723,45748
063501,ETFC,20140930,3,2014,20141021,45819
063501,ETFC,20141231,4,2014,20150122,45530
063501,ETFC,20150331,1,2015,20150423,46825
063501,ETFC,20150630,2,2015,20150723,47115
063501,ETFC,20150930,3,2015,20151022,41205
063501,ETFC,20151231,4,2015,20160121,45427
063516,CRWE,20140331,1,2014,20140515,0.107
063516,CRWE,20140630,2,2014,20140814,0.093
063516,CRWE,20140930,3,2014,20141125,0.104
063516,CRWE,20141231,4,2014,20160525,0.003
063516,CRWE,20150331,1,2015,20160919,0.008
063516,CRWE,20150630,2,2015,20160919,0.009
063516,CRWE,20150930,3,2015,20160919,0.009
063516,CRWE,20151231,4,2015,20160919,0.002
063520,TACT,20140331,1,2014,20140508,40.33
063520,TACT,20140630,2,2014,20140806,41.043
063520,TACT,20140930,3,2014,20141106,38.522
063520,TACT,20141231,4,2014,20150305,35.491
063520,TACT,20150331,1,2015,20150506,36.728
063520,TACT,20150630,2,2015,20150804,34.454
063520,TACT,20150930,3,2015,20151105,34.24
063520,TACT,20151231,4,2015,20160303,32.569
063527,SRCL,20140331,1,2014,20140424,3865.5791
063527,SRCL,20140630,2,2014,20140724,4437.2773
063527,SRCL,20140930,3,2014,20141023,4445.6328
063527,SRCL,20141231,4,2014,20150205,4401.722
063527,SRCL,20150331,1,2015,20150423,4383.514
063527,SRCL,20150630,2,2015,20150723,4526.944
063527,SRCL,20150930,3,2015,20151022,5176.457
063527,SRCL,20151231,4,2015,20160204,7077.45
063531,MVIS,20140331,1,2014,20140506,18.267
063531,MVIS,20140630,2,2014,20140806,15.521
063531,MVIS,20140930,3,2014,20141105,14.351
063531,MVIS,20141231,4,2014,20150310,11.945
063531,MVIS,20150331,1,2015,20150430,20.555
063531,MVIS,20150630,2,2015,20150729,20.176
063531,MVIS,20150930,3,2015,20151105,15.538
063531,MVIS,20151231,4,2015,20160308,14.042
063538,SNBC,20140331,1,2014,20140423,3038.467
063538,SNBC,20140630,2,2014,20140729,2894.658
063538,SNBC,20140930,3,2014,20141022,2820.2019
063538,SNBC,20141231,4,2014,20150126,2715.348
063538,SNBC,20150331,1,2015,20150427,2436.391
063538,SNBC,20150630,2,2015,20150727,2379.023
063538,SNBC,20150930,3,2015,20151026,2289.023
063538,SNBC,20151231,4,2015,20160201,2210.584
063541,MMAC,20140331,1,2014,20140515,1014.083
063541,MMAC,20140630,2,2014,20140814,948.4038
063541,MMAC,20140930,3,2014,20141110,891.8789
063541,MMAC,20141231,4,2014,20150318,671.692
063541,MMAC,20150331,1,2015,20150513,657.161
063541,MMAC,20150630,2,2015,20150812,622.306
063541,MMAC,20150930,3,2015,20151113,624.536
063541,MMAC,20151231,4,2015,20160315,599.071
063543,SGB,20140331,1,2014,20140422,394.7849
063543,SGB,20140630,2,2014,20140725,375.5779
063543,SGB,20140930,3,2014,20141022,380.7629
063543,SGB,20141231,4,2014,20150126,374.28
063543,SGB,20150331,1,2015,20150422,399.894
063543,SGB,20150630,2,2015,20150717,390.995
063543,SGB,20150930,3,2015,20151022,392.221
063543,SGB,20151231,4,2015,20160126,414.855
063546,SSREY,20140331,1,2014,20140507,223036
063546,SSREY,20140630,2,2014,20140806,219038
063546,SSREY,20140930,3,2014,20141107,210257
063546,SSREY,20141231,4,2014,20150219,204461
063546,SSREY,20150331,1,2015,20150430,208319
063546,SSREY,20150630,2,2015,20150730,197809
